,img_name,WnID,bboxes,sample,pixel_w,pixel_h,Species,box_coords,n_boxes
3081,n01664065_7136,n01664065,False,train,500,375,Loggerhead,,
3082,n01664065_716,n01664065,False,train,500,432,Loggerhead,,
3083,n01664065_7173,n01664065,False,val,500,447,Loggerhead,,
3084,n01664065_7191,n01664065,True,train,500,375,Loggerhead,"[['117', '102', '452', '324']]",1.0
3085,n01664065_7213,n01664065,True,val,500,335,Loggerhead,"[['1', '44', '420', '330']]",1.0
3086,n01664065_7265,n01664065,False,train,500,375,Loggerhead,,
3087,n01664065_7281,n01664065,True,train,500,352,Loggerhead,"[['143', '60', '396', '299']]",1.0
3088,n01664065_7333,n01664065,True,val,600,405,Loggerhead,"[['102', '0', '598', '403']]",1.0
3089,n01664065_7334,n01664065,True,train,500,375,Loggerhead,"[['125', '58', '499', '374']]",1.0
3090,n01664065_7392,n01664065,False,train,220,165,Loggerhead,,
3091,n01664065_7414,n01664065,False,test,300,224,Loggerhead,,
3092,n01664065_744,n01664065,False,train,140,105,Loggerhead,,
3093,n01664065_7469,n01664065,True,train,500,443,Loggerhead,"[['100', '28', '411', '380']]",1.0
3094,n01664065_747,n01664065,False,test,500,335,Loggerhead,,
3095,n01664065_7531,n01664065,False,val,344,289,Loggerhead,,
3096,n01664065_7535,n01664065,True,train,500,375,Loggerhead,"[['65', '89', '456', '374']]",1.0
3097,n01664065_7546,n01664065,False,train,500,375,Loggerhead,,
3098,n01664065_7552,n01664065,False,test,272,182,Loggerhead,,
3099,n01664065_7586,n01664065,False,test,500,332,Loggerhead,,
3100,n01664065_7595,n01664065,False,train,500,326,Loggerhead,,
3101,n01664065_7611,n01664065,False,test,500,375,Loggerhead,,
3102,n01664065_7620,n01664065,True,train,500,334,Loggerhead,"[['118', '255', '282', '325']]",1.0
3103,n01664065_764,n01664065,True,train,500,333,Loggerhead,"[['150', '94', '403', '318']]",1.0
3104,n01664065_7648,n01664065,False,val,500,375,Loggerhead,,
3105,n01664065_7650,n01664065,False,val,500,336,Loggerhead,,
3106,n01664065_7678,n01664065,False,test,500,333,Loggerhead,,
3107,n01664065_7688,n01664065,True,train,200,200,Loggerhead,"[['1', '51', '199', '199']]",1.0
3108,n01664065_7699,n01664065,False,train,500,314,Loggerhead,,
3109,n01664065_7702,n01664065,True,train,422,282,Loggerhead,"[['7', '0', '406', '281']]",1.0
3110,n01664065_7703,n01664065,False,test,500,375,Loggerhead,,
3111,n01664065_7736,n01664065,True,train,500,375,Loggerhead,"[['2', '5', '499', '301']]",1.0
3112,n01664065_7755,n01664065,True,train,500,333,Loggerhead,"[['1', '36', '286', '257']]",1.0
3113,n01664065_7764,n01664065,True,train,500,375,Loggerhead,"[['86', '100', '411', '372']]",1.0
3114,n01664065_7773,n01664065,False,test,600,489,Loggerhead,,
3115,n01664065_7780,n01664065,False,val,500,375,Loggerhead,,
3116,n01664065_7790,n01664065,False,train,400,382,Loggerhead,,
3117,n01664065_7797,n01664065,True,train,500,301,Loggerhead,"[['110', '122', '349', '235']]",1.0
3118,n01664065_7799,n01664065,True,train,500,375,Loggerhead,"[['75', '0', '499', '275']]",1.0
3119,n01664065_7805,n01664065,False,train,180,100,Loggerhead,,
3120,n01664065_7860,n01664065,True,train,500,348,Loggerhead,"[['29', '21', '479', '335']]",1.0
3121,n01664065_7912,n01664065,True,val,482,323,Loggerhead,"[['0', '33', '481', '315']]",1.0
3122,n01664065_7943,n01664065,True,train,500,375,Loggerhead,"[['0', '19', '328', '374']]",1.0
3123,n01664065_795,n01664065,False,train,640,480,Loggerhead,,
3124,n01664065_7950,n01664065,False,train,500,375,Loggerhead,,
3125,n01664065_7954,n01664065,True,train,500,375,Loggerhead,"[['131', '61', '488', '367']]",1.0
3126,n01664065_7962,n01664065,True,train,500,375,Loggerhead,"[['13', '14', '482', '304']]",1.0
3127,n01664065_7981,n01664065,False,test,200,133,Loggerhead,,
3128,n01664065_8004,n01664065,False,train,500,335,Loggerhead,,
3129,n01664065_8007,n01664065,True,train,500,334,Loggerhead,"[['0', '0', '499', '295']]",1.0
3130,n01664065_8016,n01664065,True,train,375,500,Loggerhead,"[['7', '87', '373', '498']]",1.0
3131,n01664065_8041,n01664065,False,train,1600,1064,Loggerhead,,
3132,n01664065_8047,n01664065,True,train,500,375,Loggerhead,"[['44', '64', '413', '234']]",1.0
3133,n01664065_8050,n01664065,False,test,300,213,Loggerhead,,
3134,n01664065_8079,n01664065,False,val,500,354,Loggerhead,,
3135,n01664065_810,n01664065,True,val,500,421,Loggerhead,"[['45', '75', '455', '396']]",1.0
3136,n01664065_8143,n01664065,True,train,500,366,Loggerhead,"[['43', '73', '490', '362']]",1.0
3137,n01664065_816,n01664065,False,train,230,178,Loggerhead,,
3138,n01664065_8163,n01664065,True,train,480,401,Loggerhead,"[['48', '140', '426', '355']]",1.0
3139,n01664065_8165,n01664065,True,train,500,333,Loggerhead,"[['167', '132', '336', '195']]",1.0
3140,n01664065_8176,n01664065,False,test,360,359,Loggerhead,,
3141,n01664065_8201,n01664065,True,train,500,375,Loggerhead,"[['16', '32', '466', '290']]",1.0
3142,n01664065_822,n01664065,True,val,500,375,Loggerhead,"[['0', '94', '490', '374']]",1.0
3143,n01664065_8231,n01664065,False,train,500,333,Loggerhead,,
3144,n01664065_8233,n01664065,True,train,300,250,Loggerhead,"[['51', '88', '258', '194']]",1.0
3145,n01664065_8244,n01664065,False,test,180,120,Loggerhead,,
3146,n01664065_8255,n01664065,True,train,500,360,Loggerhead,"[['0', '7', '499', '336']]",1.0
3147,n01664065_8307,n01664065,False,test,275,174,Loggerhead,,
3148,n01664065_8322,n01664065,True,train,500,400,Loggerhead,"[['3', '0', '498', '359']]",1.0
3149,n01664065_8324,n01664065,False,test,375,500,Loggerhead,,
3150,n01664065_8331,n01664065,False,val,500,375,Loggerhead,,
3151,n01664065_8341,n01664065,True,train,500,375,Loggerhead,"[['189', '181', '318', '250']]",1.0
3152,n01664065_8363,n01664065,True,val,500,333,Loggerhead,"[['0', '0', '466', '332']]",1.0
3153,n01664065_8370,n01664065,False,train,500,333,Loggerhead,,
3154,n01664065_8375,n01664065,False,test,500,333,Loggerhead,,
3155,n01664065_84,n01664065,True,train,500,392,Loggerhead,"[['0', '3', '492', '391']]",1.0
3156,n01664065_8402,n01664065,True,train,500,375,Loggerhead,"[['160', '78', '476', '336']]",1.0
3157,n01664065_8437,n01664065,True,val,420,277,Loggerhead,"[['70', '0', '363', '202']]",1.0
3158,n01664065_8441,n01664065,False,test,640,292,Loggerhead,,
3159,n01664065_8466,n01664065,True,train,500,375,Loggerhead,"[['166', '156', '490', '353']]",1.0
3160,n01664065_8481,n01664065,True,val,500,375,Loggerhead,"[['88', '42', '383', '337']]",1.0
3161,n01664065_8485,n01664065,False,test,500,332,Loggerhead,,
3162,n01664065_8486,n01664065,False,test,500,333,Loggerhead,,
3163,n01664065_8499,n01664065,False,test,500,333,Loggerhead,,
3164,n01664065_8505,n01664065,False,train,500,375,Loggerhead,,
3165,n01664065_851,n01664065,True,train,500,335,Loggerhead,"[['0', '0', '499', '273']]",1.0
3166,n01664065_8511,n01664065,False,train,500,375,Loggerhead,,
3167,n01664065_8551,n01664065,True,val,500,333,Loggerhead,"[['0', '8', '431', '332']]",1.0
3168,n01664065_8558,n01664065,False,train,500,323,Loggerhead,,
3169,n01664065_8566,n01664065,True,val,416,500,Loggerhead,"[['10', '51', '414', '498']]",1.0
3170,n01664065_8582,n01664065,False,test,277,288,Loggerhead,,
3171,n01664065_8591,n01664065,False,train,476,226,Loggerhead,,
3172,n01664065_8593,n01664065,False,test,500,375,Loggerhead,,
3173,n01664065_8599,n01664065,False,test,500,424,Loggerhead,,
3174,n01664065_8613,n01664065,False,test,500,333,Loggerhead,,
3175,n01664065_8619,n01664065,True,train,500,375,Loggerhead,"[['149', '124', '391', '220']]",1.0
3176,n01664065_8624,n01664065,False,test,500,375,Loggerhead,,
3177,n01664065_8629,n01664065,True,train,500,333,Loggerhead,"[['99', '70', '367', '268']]",1.0
3178,n01664065_863,n01664065,True,train,190,145,Loggerhead,"[['5', '5', '182', '136']]",1.0
3179,n01664065_8658,n01664065,False,val,388,278,Loggerhead,,
3180,n01664065_8682,n01664065,False,train,500,375,Loggerhead,,
3181,n01664065_869,n01664065,True,val,500,333,Loggerhead,"[['9', '2', '499', '332']]",1.0
3182,n01664065_8690,n01664065,True,train,500,375,Loggerhead,"[['1', '1', '499', '374']]",1.0
3183,n01664065_8705,n01664065,True,val,500,366,Loggerhead,"[['0', '63', '409', '365']]",1.0
3184,n01664065_8706,n01664065,False,test,252,181,Loggerhead,,
3185,n01664065_8710,n01664065,True,train,500,333,Loggerhead,"[['0', '41', '469', '296']]",1.0
3186,n01664065_8732,n01664065,False,train,500,348,Loggerhead,,
3187,n01664065_8736,n01664065,False,test,750,1000,Loggerhead,,
3188,n01664065_8754,n01664065,False,train,500,332,Loggerhead,,
3189,n01664065_8759,n01664065,False,train,500,375,Loggerhead,,
3190,n01664065_8783,n01664065,True,train,500,332,Loggerhead,"[['185', '178', '285', '226']]",1.0
3191,n01664065_8823,n01664065,True,train,500,375,Loggerhead,"[['89', '95', '491', '261']]",1.0
3192,n01664065_8824,n01664065,True,val,500,333,Loggerhead,"[['152', '66', '369', '182']]",1.0
3193,n01664065_8830,n01664065,True,train,500,375,Loggerhead,"[['16', '101', '388', '268']]",1.0
3194,n01664065_8854,n01664065,False,val,380,253,Loggerhead,,
3195,n01664065_8879,n01664065,False,val,500,375,Loggerhead,,
3196,n01664065_8883,n01664065,False,test,180,146,Loggerhead,,
3197,n01664065_8899,n01664065,False,test,191,260,Loggerhead,,
3198,n01664065_8915,n01664065,True,train,500,334,Loggerhead,"[['78', '122', '455', '271']]",1.0
3199,n01664065_893,n01664065,True,val,400,280,Loggerhead,"[['59', '32', '351', '185']]",1.0
3200,n01664065_8933,n01664065,True,train,800,563,Loggerhead,"[['98', '42', '640', '544']]",1.0
3201,n01664065_8937,n01664065,False,test,500,375,Loggerhead,,
3202,n01664065_8942,n01664065,False,train,500,375,Loggerhead,,
3203,n01664065_8957,n01664065,False,train,500,375,Loggerhead,,
3204,n01664065_8993,n01664065,False,val,500,375,Loggerhead,,
3205,n01664065_8996,n01664065,True,train,374,500,Loggerhead,"[['33', '45', '372', '438']]",1.0
3206,n01664065_8997,n01664065,True,train,500,375,Loggerhead,"[['0', '23', '499', '374']]",1.0
3207,n01664065_900,n01664065,True,train,288,216,Loggerhead,"[['37', '1', '287', '215']]",1.0
3208,n01664065_9014,n01664065,False,test,500,333,Loggerhead,,
3209,n01664065_904,n01664065,False,test,500,375,Loggerhead,,
3210,n01664065_9042,n01664065,True,train,500,333,Loggerhead,"[['0', '115', '499', '332']]",1.0
3211,n01664065_9051,n01664065,True,val,500,500,Loggerhead,"[['26', '95', '465', '411']]",1.0
3212,n01664065_9065,n01664065,True,train,500,333,Loggerhead,"[['161', '103', '499', '332']]",1.0
3213,n01664065_9073,n01664065,False,train,500,333,Loggerhead,,
3214,n01664065_9080,n01664065,False,train,500,401,Loggerhead,,
3215,n01664065_9097,n01664065,True,train,500,375,Loggerhead,"[['127', '54', '499', '374']]",1.0
3216,n01664065_9107,n01664065,True,train,500,375,Loggerhead,"[['0', '0', '383', '374']]",1.0
3217,n01664065_911,n01664065,True,val,220,157,Loggerhead,"[['45', '45', '215', '148']]",1.0
3218,n01664065_9123,n01664065,True,train,500,372,Loggerhead,"[['0', '136', '352', '343']]",1.0
3219,n01664065_9133,n01664065,True,train,500,304,Loggerhead,"[['121', '87', '453', '237']]",1.0
3220,n01664065_9138,n01664065,True,train,333,500,Loggerhead,"[['0', '136', '232', '498']]",1.0
3221,n01664065_9142,n01664065,True,train,500,378,Loggerhead,"[['8', '61', '407', '308']]",1.0
3222,n01664065_9154,n01664065,True,val,500,367,Loggerhead,"[['96', '33', '498', '323']]",1.0
3223,n01664065_9160,n01664065,True,train,500,333,Loggerhead,"[['109', '78', '373', '250']]",1.0
3224,n01664065_9169,n01664065,True,val,500,357,Loggerhead,"[['219', '143', '314', '208']]",1.0
3225,n01664065_9185,n01664065,False,train,500,375,Loggerhead,,
3226,n01664065_9190,n01664065,True,train,500,375,Loggerhead,"[['258', '221', '387', '297']]",1.0
3227,n01664065_9192,n01664065,False,test,180,170,Loggerhead,,
3228,n01664065_9202,n01664065,False,test,500,375,Loggerhead,,
3229,n01664065_9210,n01664065,False,test,500,333,Loggerhead,,
3230,n01664065_9219,n01664065,False,test,296,500,Loggerhead,,
3231,n01664065_9234,n01664065,False,train,500,331,Loggerhead,,
3232,n01664065_9240,n01664065,False,train,500,375,Loggerhead,,
3233,n01664065_9264,n01664065,False,val,362,212,Loggerhead,,
3234,n01664065_9270,n01664065,True,train,333,500,Loggerhead,"[['76', '127', '237', '478']]",1.0
3235,n01664065_9274,n01664065,False,val,500,333,Loggerhead,,
3236,n01664065_9281,n01664065,False,val,500,367,Loggerhead,,
3237,n01664065_9290,n01664065,True,train,500,399,Loggerhead,"[['0', '42', '413', '370']]",1.0
3238,n01664065_9302,n01664065,False,train,500,333,Loggerhead,,
3239,n01664065_9306,n01664065,False,val,500,334,Loggerhead,,
3240,n01664065_932,n01664065,False,val,500,333,Loggerhead,,
3241,n01664065_9320,n01664065,False,test,500,375,Loggerhead,,
3242,n01664065_9331,n01664065,False,val,250,195,Loggerhead,,
3243,n01664065_9338,n01664065,False,train,320,240,Loggerhead,,
3244,n01664065_9346,n01664065,False,train,500,334,Loggerhead,,
3245,n01664065_935,n01664065,False,train,334,500,Loggerhead,,
3246,n01664065_9358,n01664065,True,val,500,375,Loggerhead,"[['116', '128', '369', '319']]",1.0
3247,n01664065_9380,n01664065,False,test,500,331,Loggerhead,,
3248,n01664065_9382,n01664065,True,train,800,600,Loggerhead,"[['129', '195', '719', '598']]",1.0
3249,n01664065_9388,n01664065,False,val,500,375,Loggerhead,,
3250,n01664065_9410,n01664065,False,train,500,333,Loggerhead,,
3251,n01664065_9413,n01664065,False,test,500,375,Loggerhead,,
3252,n01664065_9414,n01664065,False,test,500,333,Loggerhead,,
3253,n01664065_9435,n01664065,True,train,500,375,Loggerhead,"[['93', '217', '390', '374']]",1.0
3254,n01664065_9437,n01664065,False,val,333,500,Loggerhead,,
3255,n01664065_9454,n01664065,True,train,375,500,Loggerhead,"[['45', '195', '256', '382']]",1.0
3256,n01664065_9473,n01664065,False,train,500,333,Loggerhead,,
3257,n01664065_9479,n01664065,False,train,500,333,Loggerhead,,
3258,n01664065_9489,n01664065,True,train,500,354,Loggerhead,"[['81', '166', '499', '353']]",1.0
3259,n01664065_950,n01664065,False,test,150,206,Loggerhead,,
3260,n01664065_9500,n01664065,False,train,500,374,Loggerhead,,
3261,n01664065_9519,n01664065,False,test,500,375,Loggerhead,,
3262,n01664065_9523,n01664065,False,test,500,357,Loggerhead,,
3263,n01664065_9525,n01664065,False,train,500,335,Loggerhead,,
3264,n01664065_9536,n01664065,True,train,500,326,Loggerhead,"[['0', '50', '424', '247']]",1.0
3265,n01664065_9559,n01664065,False,train,500,375,Loggerhead,,
3266,n01664065_956,n01664065,False,train,500,335,Loggerhead,,
3267,n01664065_9581,n01664065,False,train,1600,1200,Loggerhead,,
3268,n01664065_9597,n01664065,True,train,500,375,Loggerhead,"[['167', '155', '320', '261']]",1.0
3269,n01664065_9625,n01664065,False,test,500,333,Loggerhead,,
3270,n01664065_9628,n01664065,False,train,500,375,Loggerhead,,
3271,n01664065_963,n01664065,False,test,510,286,Loggerhead,,
3272,n01664065_9633,n01664065,False,train,500,375,Loggerhead,,
3273,n01664065_9641,n01664065,False,test,320,240,Loggerhead,,
3274,n01664065_9646,n01664065,True,train,500,375,Loggerhead,"[['54', '83', '373', '294']]",1.0
3275,n01664065_9655,n01664065,False,train,482,323,Loggerhead,,
3276,n01664065_9688,n01664065,False,val,500,375,Loggerhead,,
3277,n01664065_9716,n01664065,False,test,323,215,Loggerhead,,
3278,n01664065_9717,n01664065,False,val,500,310,Loggerhead,,
3279,n01664065_9720,n01664065,True,val,500,335,Loggerhead,"[['0', '19', '499', '334']]",1.0
3280,n01664065_9760,n01664065,False,train,500,348,Loggerhead,,
3281,n01664065_9786,n01664065,False,train,500,375,Loggerhead,,
3282,n01664065_979,n01664065,True,train,500,333,Loggerhead,"[['26', '126', '406', '332']]",1.0
3283,n01664065_9805,n01664065,False,train,600,442,Loggerhead,,
3284,n01664065_9809,n01664065,False,train,500,333,Loggerhead,,
3285,n01664065_9817,n01664065,False,train,500,375,Loggerhead,,
3286,n01664065_9819,n01664065,False,test,572,422,Loggerhead,,
3287,n01664065_9835,n01664065,False,test,500,333,Loggerhead,,
3288,n01664065_9840,n01664065,True,train,450,300,Loggerhead,"[['28', '140', '184', '207']]",1.0
3289,n01664065_9862,n01664065,True,train,500,375,Loggerhead,"[['174', '138', '336', '235']]",1.0
3290,n01664065_9868,n01664065,False,train,500,333,Loggerhead,,
3291,n01664065_9890,n01664065,True,train,500,375,Loggerhead,"[['106', '136', '311', '290']]",1.0
3292,n01664065_9915,n01664065,True,train,500,375,Loggerhead,"[['48', '0', '469', '316']]",1.0
3293,n01664065_997,n01664065,False,train,500,375,Loggerhead,,
3294,n01664065_9972,n01664065,False,test,500,339,Loggerhead,,
3295,n01664065_9981,n01664065,False,test,500,334,Loggerhead,,
3296,n01668665_2336,n01668665,False,train,180,120,Slider,,
3297,n01668665_8347,n01668665,False,train,135,101,Slider,,
3298,n01668665_8875,n01668665,False,train,1600,1200,Slider,,
3299,n01668665_14617,n01668665,False,train,754,480,Slider,,
3300,n01668665_14707,n01668665,False,test,428,261,Slider,,
3301,n01668665_17487,n01668665,False,train,148,108,Slider,,
3302,n01668665_1052,n01668665,False,train,500,333,Slider,,
3303,n01668665_1266,n01668665,False,val,500,318,Slider,,
3304,n01668665_1318,n01668665,False,train,500,416,Slider,,
3305,n01668665_1997,n01668665,False,train,500,418,Slider,,
3306,n01668665_2149,n01668665,False,train,500,386,Slider,,
3307,n01668665_2600,n01668665,False,train,500,375,Slider,,
3308,n01668665_2614,n01668665,False,test,499,500,Slider,,
3309,n01668665_2912,n01668665,False,val,500,375,Slider,,
3310,n01668665_3453,n01668665,False,train,500,375,Slider,,
3311,n01668665_3680,n01668665,False,test,500,375,Slider,,
3312,n01668665_3942,n01668665,False,train,500,375,Slider,,
3313,n01668665_3945,n01668665,False,test,500,375,Slider,,
3314,n01668665_4240,n01668665,False,train,339,500,Slider,,
3315,n01668665_5826,n01668665,False,train,375,500,Slider,,
3316,n01668665_9497,n01668665,False,train,500,375,Slider,,
3317,n01668665_10437,n01668665,False,train,500,334,Slider,,
3318,n01668665_10438,n01668665,False,train,500,375,Slider,,
3319,n01668665_17424,n01668665,False,train,500,333,Slider,,
3320,n01668665_6416,n01668665,False,train,500,333,Slider,,
3321,n01668665_7142,n01668665,False,test,500,333,Slider,,
3322,n01668665_801,n01668665,False,test,500,400,Slider,,
3323,n01668665_1402,n01668665,False,val,250,270,Slider,,
3324,n01668665_1746,n01668665,False,val,500,399,Slider,,
3325,n01668665_2089,n01668665,False,test,200,140,Slider,,
3326,n01668665_2274,n01668665,False,train,500,332,Slider,,
3327,n01668665_2363,n01668665,False,test,160,108,Slider,,
3328,n01668665_2454,n01668665,False,train,500,375,Slider,,
3329,n01668665_2610,n01668665,False,train,500,375,Slider,,
3330,n01668665_2695,n01668665,False,test,400,403,Slider,,
3331,n01668665_2927,n01668665,False,train,500,373,Slider,,
3332,n01668665_3160,n01668665,False,train,500,375,Slider,,
3333,n01668665_3219,n01668665,False,train,500,375,Slider,,
3334,n01668665_3393,n01668665,False,train,125,125,Slider,,
3335,n01668665_3446,n01668665,False,train,500,333,Slider,,
3336,n01668665_3518,n01668665,False,test,500,375,Slider,,
3337,n01668665_3824,n01668665,False,train,352,288,Slider,,
3338,n01668665_4257,n01668665,False,train,500,312,Slider,,
3339,n01668665_4270,n01668665,False,val,500,400,Slider,,
3340,n01668665_4323,n01668665,False,train,688,521,Slider,,
3341,n01668665_4369,n01668665,False,train,500,375,Slider,,
3342,n01668665_4540,n01668665,False,train,500,375,Slider,,
3343,n01668665_4673,n01668665,False,train,500,493,Slider,,
3344,n01668665_4753,n01668665,False,train,2185,1735,Slider,,
3345,n01668665_4785,n01668665,False,val,500,375,Slider,,
3346,n01668665_4829,n01668665,False,val,500,375,Slider,,
3347,n01668665_4944,n01668665,False,train,500,375,Slider,,
3348,n01668665_5071,n01668665,False,val,120,77,Slider,,
3349,n01668665_5105,n01668665,False,train,500,375,Slider,,
3350,n01668665_5127,n01668665,False,train,500,389,Slider,,
3351,n01668665_5141,n01668665,False,train,1024,768,Slider,,
3352,n01668665_5161,n01668665,False,train,500,333,Slider,,
3353,n01668665_5171,n01668665,False,train,500,333,Slider,,
3354,n01668665_5191,n01668665,False,test,500,336,Slider,,
3355,n01668665_5300,n01668665,False,test,500,375,Slider,,
3356,n01668665_5311,n01668665,False,train,384,227,Slider,,
3357,n01668665_5313,n01668665,False,train,393,500,Slider,,
3358,n01668665_5325,n01668665,False,test,450,270,Slider,,
3359,n01668665_5620,n01668665,False,test,200,150,Slider,,
3360,n01668665_5746,n01668665,False,train,200,144,Slider,,
3361,n01668665_5834,n01668665,False,train,500,401,Slider,,
3362,n01668665_5978,n01668665,False,train,500,370,Slider,,
3363,n01668665_6175,n01668665,False,test,500,316,Slider,,
3364,n01668665_6335,n01668665,False,train,500,333,Slider,,
3365,n01668665_6378,n01668665,False,train,98,130,Slider,,
3366,n01668665_6419,n01668665,False,train,120,70,Slider,,
3367,n01668665_6535,n01668665,False,val,375,500,Slider,,
3368,n01668665_6610,n01668665,False,train,500,334,Slider,,
3369,n01668665_6644,n01668665,False,train,500,333,Slider,,
3370,n01668665_6647,n01668665,False,train,1280,960,Slider,,
3371,n01668665_6744,n01668665,False,train,500,417,Slider,,
3372,n01668665_6752,n01668665,False,val,500,333,Slider,,
3373,n01668665_6794,n01668665,False,test,121,138,Slider,,
3374,n01668665_6894,n01668665,False,train,500,333,Slider,,
3375,n01668665_6948,n01668665,False,train,500,375,Slider,,
3376,n01668665_6953,n01668665,False,train,500,334,Slider,,
3377,n01668665_6979,n01668665,False,val,314,235,Slider,,
3378,n01668665_7001,n01668665,False,train,387,234,Slider,,
3379,n01668665_7103,n01668665,False,train,500,334,Slider,,
3380,n01668665_7203,n01668665,False,train,500,353,Slider,,
3381,n01668665_7268,n01668665,False,train,500,375,Slider,,
3382,n01668665_7292,n01668665,False,train,500,375,Slider,,
3383,n01668665_7311,n01668665,False,train,321,185,Slider,,
3384,n01668665_7361,n01668665,False,test,500,375,Slider,,
3385,n01668665_7365,n01668665,False,test,1024,681,Slider,,
3386,n01668665_7409,n01668665,False,test,433,500,Slider,,
3387,n01668665_7418,n01668665,False,test,500,281,Slider,,
3388,n01668665_7419,n01668665,False,train,450,307,Slider,,
3389,n01668665_7476,n01668665,False,train,420,420,Slider,,
3390,n01668665_7558,n01668665,False,train,500,375,Slider,,
3391,n01668665_8868,n01668665,False,train,500,426,Slider,,
3392,n01668665_8998,n01668665,False,train,500,375,Slider,,
3393,n01668665_9042,n01668665,False,train,500,375,Slider,,
3394,n01668665_9235,n01668665,False,train,500,333,Slider,,
3395,n01668665_9308,n01668665,False,test,375,500,Slider,,
3396,n01668665_9529,n01668665,False,train,500,375,Slider,,
3397,n01668665_9584,n01668665,False,val,500,333,Slider,,
3398,n01668665_9709,n01668665,False,train,500,375,Slider,,
3399,n01668665_9752,n01668665,False,val,500,375,Slider,,
3400,n01668665_9965,n01668665,False,val,500,334,Slider,,
3401,n01668665_10371,n01668665,False,val,500,375,Slider,,
3402,n01668665_10448,n01668665,False,train,500,375,Slider,,
3403,n01668665_10466,n01668665,False,train,500,375,Slider,,
3404,n01668665_10482,n01668665,False,train,500,281,Slider,,
3405,n01668665_10484,n01668665,False,train,500,375,Slider,,
3406,n01668665_10574,n01668665,False,test,500,309,Slider,,
3407,n01668665_10579,n01668665,False,train,500,375,Slider,,
3408,n01668665_10587,n01668665,False,test,500,375,Slider,,
3409,n01668665_10608,n01668665,False,train,500,451,Slider,,
3410,n01668665_10757,n01668665,False,train,500,375,Slider,,
3411,n01668665_10785,n01668665,False,train,500,333,Slider,,
3412,n01668665_10834,n01668665,False,val,500,334,Slider,,
3413,n01668665_10854,n01668665,False,test,430,323,Slider,,
3414,n01668665_10871,n01668665,False,train,500,333,Slider,,
3415,n01668665_10926,n01668665,False,test,400,299,Slider,,
3416,n01668665_10954,n01668665,False,val,375,500,Slider,,
3417,n01668665_11122,n01668665,False,val,500,375,Slider,,
3418,n01668665_11220,n01668665,False,train,500,375,Slider,,
3419,n01668665_11290,n01668665,False,train,480,360,Slider,,
3420,n01668665_11297,n01668665,False,train,500,375,Slider,,
3421,n01668665_11331,n01668665,False,val,500,375,Slider,,
3422,n01668665_11387,n01668665,False,train,500,378,Slider,,
3423,n01668665_14598,n01668665,False,test,500,333,Slider,,
3424,n01668665_14611,n01668665,False,train,420,409,Slider,,
3425,n01668665_14637,n01668665,False,test,500,375,Slider,,
3426,n01668665_14725,n01668665,False,train,375,500,Slider,,
3427,n01668665_14759,n01668665,False,test,500,375,Slider,,
3428,n01668665_14847,n01668665,False,train,500,375,Slider,,
3429,n01668665_14866,n01668665,False,train,500,333,Slider,,
3430,n01668665_15095,n01668665,False,test,500,375,Slider,,
3431,n01668665_15151,n01668665,False,test,500,375,Slider,,
3432,n01668665_15159,n01668665,False,val,500,372,Slider,,
3433,n01668665_15270,n01668665,False,test,500,333,Slider,,
3434,n01668665_15461,n01668665,False,test,500,403,Slider,,
3435,n01668665_16547,n01668665,False,test,500,375,Slider,,
3436,n01668665_16747,n01668665,False,train,500,375,Slider,,
3437,n01668665_17454,n01668665,False,val,500,375,Slider,,
3438,n01668665_1016,n01668665,False,train,160,112,Slider,,
3439,n01668665_1897,n01668665,False,train,200,136,Slider,,
3440,n01668665_2071,n01668665,False,train,800,750,Slider,,
3441,n01668665_2967,n01668665,False,train,150,122,Slider,,
3442,n01668665_3374,n01668665,False,train,500,375,Slider,,
3443,n01668665_3850,n01668665,False,test,360,284,Slider,,
3444,n01668665_4237,n01668665,False,train,116,87,Slider,,
3445,n01668665_5036,n01668665,False,val,776,518,Slider,,
3446,n01668665_6724,n01668665,False,train,768,400,Slider,,
3447,n01668665_7867,n01668665,False,test,200,120,Slider,,
3448,n01668665_8246,n01668665,False,train,320,214,Slider,,
3449,n01668665_8555,n01668665,False,val,482,353,Slider,,
3450,n01668665_8644,n01668665,False,train,289,192,Slider,,
3451,n01668665_8899,n01668665,False,val,720,560,Slider,,
3452,n01668665_9096,n01668665,False,train,450,337,Slider,,
3453,n01668665_9269,n01668665,False,train,370,285,Slider,,
3454,n01668665_9881,n01668665,False,test,110,63,Slider,,
3455,n01668665_11580,n01668665,False,train,858,574,Slider,,
3456,n01668665_11785,n01668665,False,test,600,404,Slider,,
3457,n01668665_12381,n01668665,False,train,640,480,Slider,,
3458,n01668665_13120,n01668665,False,test,600,400,Slider,,
3459,n01668665_13287,n01668665,False,train,319,210,Slider,,
3460,n01668665_4642,n01668665,False,test,900,568,Slider,,
3461,n01668665_8238,n01668665,False,train,333,500,Slider,,
3462,n01668665_1911,n01668665,False,train,500,375,Slider,,
3463,n01668665_4711,n01668665,False,train,500,333,Slider,,
3464,n01668665_5461,n01668665,False,test,500,375,Slider,,
3465,n01668665_6459,n01668665,False,train,500,334,Slider,,
3466,n01668665_7144,n01668665,False,train,470,313,Slider,,
3467,n01668665_7396,n01668665,False,train,500,375,Slider,,
3468,n01668665_11256,n01668665,False,test,500,375,Slider,,
3469,n01668665_11957,n01668665,False,test,500,375,Slider,,
3470,n01668665_13138,n01668665,False,train,500,375,Slider,,
